ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price
228,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,1,56,Yes,Interior,Floor 4,169000
229,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,2,70,Yes,Exterior,Floor 1,385000
230,Barcelona,Sant Martí,El Clot,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 9,430000
231,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,3,125,Yes,Exterior,Floor 1,590000
232,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,1,77,Yes,Exterior,Mezzanine,350000
233,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,120,Yes,Exterior,Floor 2,1200000
234,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,117,Yes,Exterior,Floor 2,540000
235,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,5,242,Yes,Exterior,Floor 5,980000
236,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,180,Yes,Exterior,Floor 4,860000
237,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Penthouse,3,151,Yes,Exterior,Floor 7,690000
238,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Penthouse,2,151,Yes,Exterior,Floor 7,690000
239,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,100,Yes,Exterior,Floor 4,640000
240,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,95,Yes,Exterior,Floor 6,790000
241,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,145,No,Exterior,Floor 2,560000
242,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Penthouse,2,108,Yes,Exterior,Floor 3,530000
243,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,82,Yes,Exterior,Floor 4,862000
244,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,98,Yes,Exterior,Floor 2,595000
245,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,125,Yes,Interior,Mezzanine,890000
246,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,67,Yes,Exterior,Floor 2,365000
247,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Penthouse,4,118,Yes,Exterior,Floor 8,650000
248,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,4,140,Yes,Exterior,Mezzanine,795000
249,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,85,Yes,Exterior,Floor 2,420000
250,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,200,Yes,Exterior,Floor 2,1400000
251,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,88,Yes,Exterior,Floor 4,365000
252,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,139,Yes,Exterior,Floor 2,595000
253,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Penthouse,2,59,Yes,Exterior,Floor 9,255000
254,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,1,46,Yes,Interior,Ground Floor,165000
255,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,71,Yes,Exterior,Floor 4,369000
256,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,136,Yes,Exterior,Floor 2,745000
257,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 6,650000
258,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 6,650000
259,Barcelona,Eixample,La Sagrada Família,Good Condition,Duplex,4,800,Yes,Exterior,Ground Floor,1700000
260,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,133,Yes,Exterior,Floor 2,750000
261,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,385,No,Exterior,Ground Floor,1450000
262,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,75,Yes,Interior,Mezzanine,230000
263,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,105,Yes,Exterior,Floor 5,565000
264,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,62,Yes,Exterior,Floor 1,390000
265,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,84,No,Exterior,Floor 1,290000
266,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,101,Yes,Exterior,Floor 2,525000
267,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,92,Yes,Exterior,Floor 6,375000
268,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,88,Yes,Exterior,Floor 4,365000
269,Barcelona,Sant Martí,El Clot,Good Condition,Flat,2,45,Yes,Exterior,Floor 2,209000
270,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,1,59,Yes,Exterior,Floor 1,199900
271,Barcelona,Horta-Guinardó,Can Baró,Good Condition,Semi-Detached,4,250,No,Exterior,Multiple,795000
272,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,85,Yes,Exterior,Floor 2,389000
273,Barcelona,Sant Andreu,Navas,Good Condition,Flat,4,87,Yes,Exterior,Floor 3,307000
274,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,3,76,Yes,Exterior,Floor 4,269000
275,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,179,Yes,Exterior,Floor 2,765000
276,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,149,Yes,Exterior,Floor 3,710000
277,Barcelona,Les Corts,Les Corts,Good Condition,Flat,1,51,Yes,Exterior,Floor 1,280000
278,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,152,Yes,Exterior,Floor 3,695000
279,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,84,Yes,Exterior,Floor 1,359000
280,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,3,92,Yes,Exterior,Ground Floor,598000
281,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,75,Yes,Exterior,Floor 4,365000
282,Barcelona,Les Corts,Les Corts,Good Condition,Flat,1,49,Yes,Exterior,Floor 2,315000
283,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,2,100,Yes,Exterior,Floor 5,535000
284,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Flat,5,260,Yes,Exterior,Floor 2,1050000
285,Barcelona,Horta-Guinardó,Can Baró,Good Condition,Flat,3,70,Yes,Interior,Floor 1,239000
286,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,4,400,Yes,Exterior,Floor 1,1790000
287,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,111,Yes,Exterior,Floor 1,1150000
288,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,149,Yes,Exterior,Floor 6,1900000
289,Barcelona,Sant Martí,El Clot,Good Condition,Flat,4,90,Yes,Interior,Floor 7,345000
290,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,76,Yes,Exterior,Floor 5,460000
291,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,140,Yes,Exterior,Floor 1,2500000
292,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,197,Yes,Exterior,Floor 4,1570000
293,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Penthouse,2,100,No,Exterior,Floor 2,385000
294,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,128,Yes,Exterior,Floor 4,759000
295,Barcelona,Sant Andreu,Navas,Good Condition,Flat,3,65,Yes,Exterior,Floor 6,225000
296,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,95,Yes,Exterior,Floor 5,370000
297,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,81,Yes,Exterior,Floor 2,230000
298,Barcelona,Eixample,La Sagrada Família,Good Condition,Penthouse,3,89,Yes,Exterior,Floor 3,475000
299,Barcelona,Ciutat Vella,La Barceloneta,Good Condition,Flat,1,33,No,Exterior,Ground Floor,132000
300,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,118,Yes,Exterior,Floor 2,395000
301,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Penthouse,4,131,Yes,Exterior,Floor 4,660000
302,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,2,65,Yes,Exterior,Floor 5,450000
303,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,332,Yes,Exterior,Floor 5,1395000
304,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,86,Yes,Interior,Floor 4,440000
305,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,100,Yes,Exterior,Floor 4,640000
306,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,123,Yes,Exterior,Floor 5,850000
307,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,40,No,Exterior,Floor 2,179000
308,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,135,Yes,Exterior,Floor 2,890000
309,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Duplex,3,158,Yes,Exterior,Floor 10,1495000
310,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,180,Yes,Exterior,Floor 8,795000
311,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Good Condition,Penthouse,1,66,Yes,Exterior,Floor 2,220000
312,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,208,Yes,Exterior,Floor 1,1095000
313,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,227,Yes,Exterior,Floor 9,1995000
314,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,1,85,Yes,Exterior,Ground Floor,240000
315,Barcelona,Les Corts,Pedralbes,Good Condition,House,4,190,No,Exterior,Multiple,860000
316,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,60,No,Exterior,Floor 1,160000
317,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,60,Yes,Exterior,Floor 3,220000
318,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,96,No,Exterior,Floor 1,375000
319,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,92,Yes,Exterior,Floor 6,375000
320,Barcelona,Eixample,La Sagrada Família,Good Condition,Penthouse,4,180,Yes,Exterior,Floor 9,695000
321,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,4,78,Yes,Interior,Ground Floor,255000
322,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,64,Yes,Exterior,Floor 2,200000
323,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,143,Yes,Exterior,Floor 3,1010000
324,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,207,Yes,Interior,Ground Floor,755000
325,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Duplex,5,175,Yes,Exterior,Floor 3,990000
326,Barcelona,Sants-Montjuïc,Sants,Good Condition,Detached,4,480,No,Exterior,Multiple,1450000
327,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,72,Yes,Exterior,Floor 2,495000
328,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,265,Yes,Exterior,Floor 1,2300000
329,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,132,Yes,Exterior,Floor 6,780000
330,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,105,Yes,Exterior,Floor 1,699000
331,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,60,Yes,Exterior,Ground Floor,358000
332,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,72,Yes,Exterior,Floor 1,279000
333,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Detached,5,340,No,Exterior,Multiple,2650000
334,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,1,102,No,Exterior,Floor 2,386000
335,Barcelona,Nou Barris,Porta,Good Condition,Flat,3,72,No,Exterior,Floor 2,179500
336,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,115,Yes,Exterior,Floor 4,560000
337,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,67,Yes,Exterior,Floor 3,205000
338,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,3,73,Yes,Exterior,Floor 1,218000
339,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Detached,4,170,No,Exterior,Multiple,453000
340,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,177,Yes,Exterior,Floor 4,997000
341,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,200,Yes,Exterior,Floor 5,2100000
342,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,85,Yes,Interior,Mezzanine,320000
343,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,150,Yes,Exterior,Ground Floor,495000
344,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,55,Yes,Exterior,Floor 5,259000
345,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,60,Yes,Exterior,Floor 2,160000
346,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,155,Yes,Exterior,Floor 6,1100000
347,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,135,Yes,Exterior,Floor 1,639000
348,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,4,112,Yes,Exterior,Floor 3,560000
349,Barcelona,Horta-Guinardó,El Carmel,Good Condition,Flat,3,69,Yes,Exterior,Floor 2,204000
350,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,2,140,Yes,Exterior,Floor 5,1500000
351,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Penthouse,1,108,Yes,Exterior,Floor 3,550000
352,Barcelona,Eixample,Sant Antoni,Good Condition,Penthouse,1,33,Yes,Exterior,Floor 5,230000
353,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,77,No,Exterior,Floor 2,245000
354,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Detached,4,335,No,Exterior,Multiple,1490000
355,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,4,304,No,Exterior,Multiple,675000
356,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,4,185,Yes,Exterior,Floor 8,1190000
357,Barcelona,Gràcia,La Salut,Good Condition,Terraced,3,111,No,Exterior,Multiple,430000
358,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Detached,5,222,No,Exterior,Multiple,975000
359,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,63,Yes,Exterior,Floor 1,199900
360,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Flat,3,118,Yes,Exterior,Floor 2,795000
361,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,3,89,Yes,Exterior,Floor 2,235000
362,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,84,Yes,Exterior,Floor 2,535000
363,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,90,Yes,Exterior,Floor 6,329000
364,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,117,Yes,Interior,Floor 3,595000
365,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,2,58,Yes,Exterior,Floor 2,319000
366,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,140,Yes,Exterior,Floor 2,685000
367,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Good Condition,Penthouse,3,66,Yes,Exterior,Floor 14,199900
368,Barcelona,Sant Andreu,El Congrés I Els Indians,Good Condition,Flat,3,62,Yes,Exterior,Floor 2,220000
369,Barcelona,Nou Barris,La Guineueta,Good Condition,Penthouse,4,91,Yes,Exterior,Floor 12,353900
370,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,3,74,Yes,Exterior,Floor 4,279900
371,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,94,Yes,Exterior,Floor 6,479000
372,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,2,130,No,Interior,Ground Floor,349000
373,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Flat,3,70,Yes,Interior,Floor 2,215000
374,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Penthouse,3,110,Yes,Exterior,Floor 10,360000
375,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,66,Yes,Exterior,Floor 6,270000
376,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Penthouse,3,230,Yes,Exterior,Floor 8,1300000
377,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,2,63,Yes,Exterior,Floor 6,450000
378,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,125,Yes,Exterior,Floor 3,460000
379,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,99,Yes,Exterior,Floor 6,360000
380,Barcelona,Les Corts,Pedralbes,Good Condition,Duplex,6,496,Yes,Exterior,Floor 5,3300000
381,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,65,Yes,Exterior,Floor 1,250000
382,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Flat,3,70,Yes,Interior,Mezzanine,219000
383,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,180,Yes,Exterior,Floor 4,895000
384,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,4,120,No,Exterior,Floor 2,760000
385,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,94,No,Exterior,Floor 2,319000
386,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,House,11,773,No,Exterior,Multiple,5700000
387,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,94,Yes,Exterior,Floor 4,448000
388,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,144,Yes,Exterior,Floor 2,599000
389,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,121,Yes,Exterior,Floor 2,485000
390,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,150,Yes,Exterior,Floor 1,1100000
391,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,157,Yes,Exterior,Floor 1,1100000
392,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,110,Yes,Exterior,Floor 1,598000
393,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,2,138,No,Exterior,Ground Floor,349000
394,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,131,Yes,Exterior,Floor 1,970000
395,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,4,150,Yes,Exterior,Floor 1,695000
396,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,94,Yes,Exterior,Floor 1,239000
397,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,1,77,Yes,Exterior,Floor 4,690000
398,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,180,Yes,Exterior,Floor 2,530000
399,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Flat,2,73,No,Exterior,Floor 1,375000
400,Barcelona,Sant Andreu,Navas,Good Condition,Flat,4,91,Yes,Exterior,Floor 2,330000
401,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,109,Yes,Exterior,Floor 1,500000
402,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,100,Yes,Exterior,Floor 5,335000
403,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,85,Yes,Exterior,Floor 5,475000
404,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,145,Yes,Exterior,Floor 2,850000
405,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,6,149,Yes,Exterior,Floor 1,575000
406,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,3,102,Yes,Exterior,Floor 7,695000
407,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,House,7,488,No,Exterior,Multiple,2600000
408,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,House,5,310,No,Exterior,Multiple,1590000
409,Barcelona,Sant Martí,El Poblenou,Good Condition,Penthouse,2,134,Yes,Exterior,Floor 14,1900000
410,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Flat,4,130,Yes,Interior,Floor 19,1950000
411,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,5,212,Yes,Exterior,Floor 3,1595000
412,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,House,3,256,No,Exterior,Multiple,2300000
413,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,4,222,No,Exterior,Floor 5,1690000
414,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,House,4,284,No,Exterior,Multiple,1950000
415,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,4,185,Yes,Exterior,Floor 5,1190000
416,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,4,80,Yes,Exterior,Floor 1,290000
417,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,2,192,Yes,Exterior,Ground Floor,622000
418,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,1,52,Yes,Exterior,Floor 1,315000
419,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,86,Yes,Exterior,Floor 2,299000
420,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,3,106,Yes,Exterior,Floor 6,299000
421,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,100,No,Exterior,Floor 1,495000
422,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,93,Yes,Exterior,Floor 6,299000
423,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,1,57,No,Exterior,Floor 2,268000
424,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,78,Yes,Exterior,Floor 1,360000
425,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,110,Yes,Exterior,Floor 4,445000
426,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,4,235,Yes,Exterior,Floor 4,1336000
427,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,100,Yes,Exterior,Floor 2,435000
428,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,99,Yes,Exterior,Floor 6,635000
429,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,5,277,Yes,Exterior,Floor 5,1900000
430,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,5,185,Yes,Exterior,Floor 8,1475000
431,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,5,250,Yes,Exterior,Floor 2,1100000
432,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,270,Yes,Exterior,Floor 1,1045000
